,Name,Total Bedroom,Apart Size,Max Watt,Address,Swim Pool,Furnish Type,Price,lat,lon,location,kecamatan
198,Cozy 2BR Mediterania Palace Kemayoran near to Jiexpo Kemayoran By Travelio,2,33,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4385999,-6.1528021,106.8503559,"Jl. Landas Pacu Barat, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Kemayoran
199,Comfortable Signature Park Tebet Studio Apartment By Travelio,0,19,2200,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,4392204,-6.2429804,106.8550569,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",Tebet
200,Comfy Studio Woodland Park Residence Apartment By Travelio,0,30,1300,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,4396994,-6.258109,106.857911,"Jl. Raya Kalibata Blok Madrasah No.9, RT.4/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",Pancoran
201,Good and Minimalist 2BR for 4Pax at Bintaro Park View Apartment By Travelio,2,38,1300,"Jl. Bintaro Permai No.35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,Full Furnished,4399999,-6.257489,106.759236,"Jl. Bintaro Permai Raya No.35, RT.5/RW.3, Pesanggrahan, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320, Indonesia",Pesanggrahan
202,Minimalist and Enjoy 2BR at Bassura Apartment near Bassura Mall By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4400000,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
203,Spacious Studio Room Menteng Square Apartment By Travelio,0,27,1300,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4404032,-6.2010768,106.8515642,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia",Senen
204,Compact Studio Signature Park Grande Apartment MT. Haryono By Travelio,0,30,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,3424160,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
205,Cozy and Simply 1BR Green Central City Apartment By Travelio,1,41,2200,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4433268,-6.147012999999999,106.8153027,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120, Indonesia",Taman Sari
206,Comfortable 2 Bedrooms @ Titanium Square Apartment By Travelio,2,37,2355,Jl. Buah No.4 Pekayon Ps. Rebo Kota Jakarta Timur Daerah Khusus Ibukota Jakarta 13710,1,Full Furnished,4443374,-6.341257799999999,106.8705946,"Jl. Buah No.4, RT.1/RW.4, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710, Indonesia",Ps. Rebo
207,Comfortable Studio near Salemba Area at Capitol Park Apartment By Travelio,0,23,2200,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,4444382,-6.197235399999999,106.8506106,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",Senen
208,Comfy 1BR at Green Central City Apartment near Glodok By Travelio,1,42,2200,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4445231,-6.147012999999999,106.8153027,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120, Indonesia",Taman Sari
209,Homey and Warm 2BR Mediterania Palace Apartment By Travelio,2,36,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4314389,-6.1528021,106.8503559,"Jl. Landas Pacu Barat, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Kemayoran
210,Minimalist & Comfy 2BR @ Titanium Square Apartment By Travelio,2,37,2357,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,Full Furnished,4481624,-6.341654,106.870183,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710, Indonesia",Ps. Rebo
211,2BR Mediterania Palace Kemayoran Apartment By Travelio,2,36,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4483091,-6.1528021,106.8503559,"Jl. Landas Pacu Barat, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Kemayoran
212,Simple Studio Bassura City Apartment By Travelio,0,19,900,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4488158,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
213,Prime Location Studio Apartment at Elpis Residence near Ancol By Travelio,0,23,1300,"Jalan Gunung Sahari XII No. 12, RT.17/RW.3, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Full Furnished,4493749,-6.148467999999999,106.835153,"Jl. Gn. Sahari Jl. Gn. Sahari 12 No.12, RT.16/RW.3, Kota Tua, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720, Indonesia",Sawah Besar
214,Comfortable 2BR @ The Oak Tower Apartment By Travelio,2,43,2550,"Jl. Perintis Kemerdekaan Kav. 99, Pulo Gadung, RT.3/RW.2, Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260",1,Full Furnished,4495000,-6.1805485,106.9059917,"99, Jl. Perintis Kemerdekaan No.3, RT.1/RW.6, Pulo Gadung, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260, Indonesia",Pulo Gadung
215,Clean and Cozy 2BR at Green Bay Apartment By Travelio,2,35,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4499999,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
216,Stylish and Convenient 2BR Green Bay Pluit Apartment By Travelio,2,36,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4499999,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
217,Comfortable and Tidy 2BR Apartment at Green Pramuka City for 4 Pax By Travelio,2,33,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4499999,-6.2044577,106.8750683,"Jl. Rw. Jaya No.49, RT.12/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10570, Indonesia",Pulo Gadung
218,Elegant and Comfy 1BR Green Central City Apartment By Travelio,1,49,2200,"Jalan Gajah Mada No.188 , 5, Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4499999,-6.147012999999999,106.8153027,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120, Indonesia",Taman Sari
219,Fully Furnished Apartment with Comfortable Design 2BR Vittoria Residence By Travelio,2,43,3500,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Full Furnished,4499999,-6.1539424,106.7352473,"Jl. Daan Mogot No.9, RT.9/RW.3, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia",Cengkareng
220,Studio Room at Way Seputih Residence near Taman Anggrek By Travelio,0,15,1300,"Jl. Way Seputih V No.2, RT.11/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-1,Full Furnished,2300000,-6.1818558,106.7885318,"Jl. Way Seputih V No.2, RT.11/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Grogol Petamburan
221,Beautiful 2BR with Direct Access to Pool Green Bay Apartment By Travelio,2,42,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4500000,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
222,Homey and Warm 2BR Green Pramuka Apartment By Travelio,2,33,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4500000,-6.2044577,106.8750683,"Jl. Rw. Jaya No.49, RT.12/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10570, Indonesia",Pulo Gadung
223,Functional Studio at Pancoran Riverside Apartment By Travelio,0,36,2200,"Jalan Pengadegan Timur I No. 30, RT.06 / RW.01, Pengadegan, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4500000,-6.2514765,106.8618019,"Jl. Pengadegan Timur I No.30, RT.6/RW.1, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770, Indonesia",Pancoran
224,Cozy and Relax 2BR Apartment at Greenlake Sunter By Travelio,2,35,3500,"Jl. Danau Sunter Selatan, RT.15/RW.16, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",1,Full Furnished,4500000,-6.1467615,106.8695622,"Jl. Danau Sunter Selatan, RW.16, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Tj. Priok
225,Comfortable 2BR Apartment at Mediterania Palace Residence By Travelio,2,33,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4500000,-6.1528021,106.8503559,"Jl. Landas Pacu Barat, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Kemayoran
226,Cozy Living Green Pramuka City 2BR Apartment near Shopping Mall By Travelio,2,33,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4500000,-6.2044577,106.8750683,"Jl. Rw. Jaya No.49, RT.12/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10570, Indonesia",Pulo Gadung
227,Cozy and Stylish 1BR The Mansion Kemayoran Apartment near JIEXPO By Travelio,1,33,5500,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,4500749,-6.1490551,106.8549842,"Jl. Trembesi No.D4, Pademangan Tim., Kec. Kemayoran, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia",Kemayoran
228,Golf View 1BR at The Mansion near JIEXPO Kemayoran By Travelio,1,33,5500,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,4500749,-6.1490551,106.8549842,"Jl. Trembesi No.D4, Pademangan Tim., Kec. Kemayoran, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia",Kemayoran
229,Modern and Comfort Stay @ Studio Pakubuwono Terrace Apartment By Travelio,0,30,1300,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,4514658,-6.237169,106.768465,"9, Jl. Ciledug Raya No.3, RT.4/RW.5, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia",Kby. Lama
230,New Furnished @ Studio Maple Park Apartment By Travelio,0,19,1200,"Jalan HBR Motik No.2, RT.18/RW.5, Sunter Agung, Kota Jkt Utara, 14350",1,Full Furnished,2384249,-6.149470099999999,106.8569159,"m, M Apartment, Jl. HBR Motik No.2, RW.5, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",Tj. Priok
231,New Furnished Studio Apartment @ Woodland Park Residence By Travelio,0,33,1300,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,4536545,-6.258109,106.857911,"Jl. Raya Kalibata Blok Madrasah No.9, RT.4/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",Pancoran
232,Modern and Relax 2BR @ Bassura City Apartment By Travelio,2,30,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4545610,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
233,Brand New and Homey Clean Studio at Ciputra International Apartment By Travelio,0,27,1300,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4049999,-6.1569347,106.7278097,"Jl. Lkr. Luar Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Kembangan
234,Pool View Studio Apartment Tamansari Sudirman By Travelio,0,23,1602,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4557411,-6.2156084,106.8213153,"Jl. Bek Murad No.42, RT.8/RW.3, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Setiabudi
235,Spacious Studio Room at Green Pramuka Apartment By Travelio,0,34,900,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4600000,-6.1912867,106.8753867,"Jl. Jend. Ahmad Yani, Daerah Khusus Ibukota Jakarta, Indonesia",Cempaka Putih
236,Comfortable and Nice Studio Room Apartement at H Residence By Travelio,0,37,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4600000,-6.2470153,106.8740444,"Jl. Letjen M.T. Haryono No.7, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
237,Strategic Place with Cozy Place Apartment @ Studio Signature Park Tebet By Travelio,0,24,2200,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,4610576,-6.2429804,106.8550569,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",Tebet
238,Cozy 2 BR Bassura City Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4617351,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
239,Cozy Living 2BR Apartment at Bassura City near Mall By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4624536,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
240,Best View Studio Apartment @ Ciputra International By Travelio,0,26,1701,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4626329,-6.1569347,106.7278097,"Jl. Lkr. Luar Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Kembangan
241,Highest Value Studio Apartment at H Residence By Travelio,0,37,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4479999,-6.2470153,106.8740444,"Jl. Letjen M.T. Haryono No.7, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
242,Spacious Fully Furnished Studio Apartment H Residence near MT Haryono By Travelio,0,37,1300,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4639999,-6.245407999999999,106.8724288,"kav.6, Jl. Letjen M.T. Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",Jatinegara
243,Comfy Studio Ciputra International Apartment By Travelio,0,26,1702,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4646634,-6.1569347,106.7278097,"Jl. Lkr. Luar Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Kembangan
244,Beautifully Designed 2BR Bassura City Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4654851,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
245,Relaxing Studio Apartment at H Residence By Travelio,0,37,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4659999,-6.2470153,106.8740444,"Jl. Letjen M.T. Haryono No.7, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
246,Simply Living 2BR at Bassura City Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
247,Well Furnished 2BR Bassura City Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
248,Relaxing 2BR Bassura City Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
249,Comfortable Design Studio Apartment Ciputra International By Travelio,0,25,1300,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4666499,-6.1569347,106.7278097,"Jl. Lkr. Luar Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Kembangan
250,Best Price Spacious Studio Apartment @ The H Residence near MT Haryono By Travelio,0,37,1300,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4676299,-6.245407999999999,106.8724288,"kav.6, Jl. Letjen M.T. Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",Jatinegara
251,Comfy and Furnished 2BR Bassura City Apartment near Mall By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4688775,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
252,Cozy & Affordable 2BR Bassura City Apartment by Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4691527,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
253,Cozy Studio Apartment with City View at Tamansari Sudirman By Travelio,0,23,1300,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4195891,-6.2156084,106.8213153,"Jl. Bek Murad No.42, RT.8/RW.3, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Setiabudi
254,Fully Furnished with Comfortable Design Studio Apartment H Residence By Travelio,0,37,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4696499,-6.2470153,106.8740444,"Jl. Letjen M.T. Haryono No.7, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
255,2BR Modern Room Bassura Apartment With Direct Access To Shopping Center By Travelio,2,36,2200,"RT.8/RW.10, South Cipinang Besar, Jatinegara, East Jakarta City, Jakarta",1,Full Furnished,4700000,-6.224166899999999,106.8778014,"8, Jl. Jend. Basuki Rachmat No.1A, RW.10, Besar Selatan, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
256,Comfy 1BR Sedayu City Suites Apartment By Travelio,1,37,3500,"Jl. Boulevard Sedayu Kelapa Gading, Kelapa Gading, Jakarta Utara, DKI Jakarta",1,Full Furnished,4204749,-6.1514549,106.8918949,"Jl. Boulevard Bar. Raya No.12, RT.18/RW.19, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",Klp. Gading
